[['2, k, 0', [-0.1771124, 0.07736035, 1.0]], ['2, k, 1', [-0.1671286, 0.3995754, 1.0]], ['2, k, 2', [-0.1554371, 0.7077508, 1.0]], ['2, k, 3', [-0.1629854, 0.8479918, 1.0]], ['2, k, 4', [-0.3342767, 0.5859808, 1.0]], ['2, k, 5', [-0.3992905, 0.3337906, 1.0]], ['2, k, 6', [-0.3794124, 0.09901603, 1.0]], ['2, k, 7', [-0.3615683, 0.03092598, 1.0]], ['2, k, 8', [0.02144319, 0.6177605, 1.0]], ['2, k, 9', [0.08456162, 0.3426634, 1.0]], ['2, k, 10', [0.1159117, 0.1137812, 1.0]], ['2, k, 11', [0.1369458, 0.07127684, 1.0]], ['2, k, 12', [-0.2533886, 0.07697546, 1.0]], ['2, k, 13', [-0.311402, -0.3792857, 1.0]], ['2, k, 14', [-0.3624165, -0.7126673, 1.0]], ['2, k, 15', [-0.3926987, -0.7556632, 1.0]], ['2, k, 16', [-0.09435885, 0.0748427, 1.0]], ['2, k, 17', [-0.09252954, -0.3537278, 1.0]], ['2, k, 18', [-0.1337031, -0.6984282, 1.0]], ['2, k, 19', [-0.02762423, -0.747693, 1.0]], ['2, k, 20', [-0.15859, 0.6327223, 1.0]], ['2, k, 21', [-0.3701833, -0.03992803, 1.0]], ['2, k, 22', [-0.3306806, 0.007972344, 1.0]], ['2, k, 23', [0.1512323, -0.005729869, 1.0]], ['2, k, 24', [0.150348, 0.08719586, 1.0]]]
[['2, k, 0', [-0.1794578, 0.07230258, 1.0]], ['2, k, 1', [-0.1815675, 0.4094677, 1.0]], ['2, k, 2', [-0.1806522, 0.7317264, 1.0]], ['2, k, 3', [-0.1882558, 0.8817809, 1.0]], ['2, k, 4', [-0.332877, 0.5572827, 1.0]], ['2, k, 5', [-0.4395899, 0.4600138, 1.0]], ['2, k, 6', [-0.273025, 0.6309798, 1.0]], ['2, k, 7', [-0.2545996, 0.6455557, 1.0]], ['2, k, 8', [-0.01479838, 0.6163661, 1.0]], ['2, k, 9', [0.05709967, 0.3271678, 1.0]], ['2, k, 10', [0.1133012, 0.1031592, 1.0]], ['2, k, 11', [0.1399167, 0.07090861, 1.0]], ['2, k, 12', [-0.2551361, 0.06784184, 1.0]], ['2, k, 13', [-0.3114857, -0.3737515, 1.0]], ['2, k, 14', [-0.3607543, -0.7113712, 1.0]], ['2, k, 15', [-0.3919632, -0.7535204, 1.0]], ['2, k, 16', [-0.09717347, 0.0739058, 1.0]], ['2, k, 17', [-0.09761927, -0.3578364, 1.0]], ['2, k, 18', [-0.140811, -0.7051921, 1.0]], ['2, k, 19', [-0.03299003, -0.7456281, 1.0]], ['2, k, 20', [-0.181244, 0.6531767, 1.0]], ['2, k, 21', [-0.2051378, 0.6848559, 1.0]], ['2, k, 22', [-0.2717313, 0.6946666, 1.0]], ['2, k, 23', [0.1599808, -0.0003139853, 1.0]], ['2, k, 24', [0.09024625, 0.07130159, 1.0]]]
[['2, k, 0', [-0.1793543, 0.07216126, 1.0]], ['2, k, 1', [-0.1810058, 0.4091256, 1.0]], ['2, k, 2', [-0.1797525, 0.731293, 1.0]], ['2, k, 3', [-0.188081, 0.8819624, 1.0]], ['2, k, 4', [-0.3327174, 0.5573078, 1.0]], ['2, k, 5', [-0.4397476, 0.4599538, 1.0]], ['2, k, 6', [-0.2706774, 0.6301661, 1.0]], ['2, k, 7', [-0.2522171, 0.6429883, 1.0]], ['2, k, 8', [-0.01453068, 0.6164302, 1.0]], ['2, k, 9', [0.05711994, 0.325954, 1.0]], ['2, k, 10', [0.1139144, 0.1021179, 1.0]], ['2, k, 11', [0.1399368, 0.07131096, 1.0]], ['2, k, 12', [-0.2549284, 0.0676579, 1.0]], ['2, k, 13', [-0.311426, -0.3736027, 1.0]], ['2, k, 14', [-0.3607541, -0.7114019, 1.0]], ['2, k, 15', [-0.3915615, -0.75374, 1.0]], ['2, k, 16', [-0.09713402, 0.07378832, 1.0]], ['2, k, 17', [-0.0972909, -0.3583912, 1.0]], ['2, k, 18', [-0.1406676, -0.7052639, 1.0]], ['2, k, 19', [-0.03422791, -0.7457079, 1.0]], ['2, k, 20', [-0.1804028, 0.6527635, 1.0]], ['2, k, 21', [-0.1991553, 0.6826897, 1.0]], ['2, k, 22', [-0.2684885, 0.6909071, 1.0]], ['2, k, 23', [0.1504905, -0.006965376, 1.0]], ['2, k, 24', [0.08850108, 0.08036883, 1.0]]]
[['2, k, 0', [-0.1793638, 0.07188627, 1.0]], ['2, k, 1', [-0.1806188, 0.4088348, 1.0]], ['2, k, 2', [-0.1789055, 0.7310462, 1.0]], ['2, k, 3', [-0.1880457, 0.8820054, 1.0]], ['2, k, 4', [-0.332402, 0.5571746, 1.0]], ['2, k, 5', [-0.456497, 0.4327275, 1.0]], ['2, k, 6', [-0.2670593, 0.6279808, 1.0]], ['2, k, 7', [-0.2506734, 0.6387005, 1.0]], ['2, k, 8', [-0.01426973, 0.6163161, 1.0]], ['2, k, 9', [0.05680107, 0.3261048, 1.0]], ['2, k, 10', [0.1138631, 0.1023599, 1.0]], ['2, k, 11', [0.140155, 0.06937367, 1.0]], ['2, k, 12', [-0.2548659, 0.06742498, 1.0]], ['2, k, 13', [-0.3114132, -0.3735792, 1.0]], ['2, k, 14', [-0.3618925, -0.7133002, 1.0]], ['2, k, 15', [-0.3922284, -0.7547588, 1.0]], ['2, k, 16', [-0.09725557, 0.07342467, 1.0]], ['2, k, 17', [-0.09736593, -0.3586363, 1.0]], ['2, k, 18', [-0.1406097, -0.7053015, 1.0]], ['2, k, 19', [-0.03119729, -0.7465598, 1.0]], ['2, k, 20', [-0.1796656, 0.6525004, 1.0]], ['2, k, 21', [-0.1997353, 0.6768079, 1.0]], ['2, k, 22', [-0.2699199, 0.6844196, 1.0]], ['2, k, 23', [0.1494374, -0.01057811, 1.0]], ['2, k, 24', [0.08838662, 0.07858333, 1.0]]]
[['2, k, 0', [-0.1791205, 0.07164309, 1.0]], ['2, k, 1', [-0.1801104, 0.4086441, 1.0]], ['2, k, 2', [-0.1783603, 0.731007, 1.0]], ['2, k, 3', [-0.1877889, 0.8822423, 1.0]], ['2, k, 4', [-0.3322913, 0.5571631, 1.0]], ['2, k, 5', [-0.4479885, 0.4526507, 1.0]], ['2, k, 6', [-0.2613518, 0.6253358, 1.0]], ['2, k, 7', [-0.2494013, 0.6303693, 1.0]], ['2, k, 8', [-0.0140907, 0.616147, 1.0]], ['2, k, 9', [0.05673179, 0.326155, 1.0]], ['2, k, 10', [0.1136423, 0.1023911, 1.0]], ['2, k, 11', [0.1398696, 0.069502, 1.0]], ['2, k, 12', [-0.2544841, 0.06712691, 1.0]], ['2, k, 13', [-0.3114375, -0.3736745, 1.0]], ['2, k, 14', [-0.3617744, -0.7130181, 1.0]], ['2, k, 15', [-0.392334, -0.754876, 1.0]], ['2, k, 16', [-0.09709084, 0.07321268, 1.0]], ['2, k, 17', [-0.09719861, -0.3586155, 1.0]], ['2, k, 18', [-0.1401712, -0.7022045, 1.0]], ['2, k, 19', [-0.03701171, -0.7475941, 1.0]], ['2, k, 20', [-0.1791107, 0.6524257, 1.0]], ['2, k, 21', [-0.1935539, 0.6672134, 1.0]], ['2, k, 22', [-0.2717406, 0.6762028, 1.0]], ['2, k, 23', [0.1562252, -0.001144307, 1.0]], ['2, k, 24', [0.1040244, 0.03130969, 1.0]]]
[['2, k, 0', [-0.1790936, 0.07156602, 1.0]], ['2, k, 1', [-0.1798974, 0.4086797, 1.0]], ['2, k, 2', [-0.1778769, 0.7313585, 1.0]], ['2, k, 3', [-0.1868324, 0.8827339, 1.0]], ['2, k, 4', [-0.3321046, 0.5571318, 1.0]], ['2, k, 5', [-0.4613934, 0.4360719, 1.0]], ['2, k, 6', [-0.2566207, 0.6191459, 1.0]], ['2, k, 7', [-0.248191, 0.6241838, 1.0]], ['2, k, 8', [-0.01401452, 0.6161368, 1.0]], ['2, k, 9', [0.05666096, 0.3261895, 1.0]], ['2, k, 10', [0.1138147, 0.102494, 1.0]], ['2, k, 11', [0.1396505, 0.07277749, 1.0]], ['2, k, 12', [-0.2544359, 0.06707148, 1.0]], ['2, k, 13', [-0.3115791, -0.3739555, 1.0]], ['2, k, 14', [-0.3615424, -0.7130693, 1.0]], ['2, k, 15', [-0.3923625, -0.7549763, 1.0]], ['2, k, 16', [-0.09708478, 0.07305562, 1.0]], ['2, k, 17', [-0.09726662, -0.3587482, 1.0]], ['2, k, 18', [-0.1400668, -0.7026514, 1.0]], ['2, k, 19', [-0.03288282, -0.7471214, 1.0]], ['2, k, 20', [-0.1786916, 0.652681, 1.0]], ['2, k, 21', [-0.192355, 0.6633546, 1.0]], ['2, k, 22', [-0.2736789, 0.6691501, 1.0]], ['2, k, 23', [0.1538133, -0.01141503, 1.0]], ['2, k, 24', [0.1488843, 0.06402886, 1.0]]]
[['2, k, 0', [-0.1788667, 0.07145418, 1.0]], ['2, k, 1', [-0.1804712, 0.4089987, 1.0]], ['2, k, 2', [-0.1809083, 0.7327961, 1.0]], ['2, k, 3', [-0.1860446, 0.8827801, 1.0]], ['2, k, 4', [-0.3321113, 0.5570365, 1.0]], ['2, k, 5', [-0.4617176, 0.4363528, 1.0]], ['2, k, 6', [-0.2915367, 0.5735198, 1.0]], ['2, k, 7', [-0.2491512, 0.6172549, 1.0]], ['2, k, 8', [-0.01400457, 0.6161683, 1.0]], ['2, k, 9', [0.05650943, 0.32525, 1.0]], ['2, k, 10', [0.1139948, 0.101679, 1.0]], ['2, k, 11', [0.1398181, 0.07265389, 1.0]], ['2, k, 12', [-0.2542032, 0.0670198, 1.0]], ['2, k, 13', [-0.3118046, -0.3772384, 1.0]], ['2, k, 14', [-0.3598773, -0.7111933, 1.0]], ['2, k, 15', [-0.3918197, -0.7537395, 1.0]], ['2, k, 16', [-0.09691663, 0.07291736, 1.0]], ['2, k, 17', [-0.09761544, -0.3607563, 1.0]], ['2, k, 18', [-0.1400346, -0.7030779, 1.0]], ['2, k, 19', [-0.03249997, -0.7470192, 1.0]], ['2, k, 20', [-0.1808858, 0.6537618, 1.0]], ['2, k, 21', [-0.1924362, 0.6569946, 1.0]], ['2, k, 22', [-0.2723875, 0.66587, 1.0]], ['2, k, 23', [0.1823047, 0.01281915, 1.0]], ['2, k, 24', [0.1103606, 0.05636147, 1.0]]]
[['2, k, 0', [-0.1788125, 0.07147942, 1.0]], ['2, k, 1', [-0.1800532, 0.4092546, 1.0]], ['2, k, 2', [-0.1796356, 0.7334759, 1.0]], ['2, k, 3', [-0.1857996, 0.8828977, 1.0]], ['2, k, 4', [-0.3320028, 0.556967, 1.0]], ['2, k, 5', [-0.4613397, 0.4366363, 1.0]], ['2, k, 6', [-0.2911789, 0.5667036, 1.0]], ['2, k, 7', [-0.2511422, 0.6078332, 1.0]], ['2, k, 8', [-0.0140552, 0.6161954, 1.0]], ['2, k, 9', [0.05637267, 0.3255307, 1.0]], ['2, k, 10', [0.1140326, 0.1020004, 1.0]], ['2, k, 11', [0.1391322, 0.07218832, 1.0]], ['2, k, 12', [-0.254148, 0.06702062, 1.0]], ['2, k, 13', [-0.311655, -0.3766767, 1.0]], ['2, k, 14', [-0.3601485, -0.7118066, 1.0]], ['2, k, 15', [-0.3920668, -0.7539615, 1.0]], ['2, k, 16', [-0.09681934, 0.07305668, 1.0]], ['2, k, 17', [-0.09736463, -0.3604536, 1.0]], ['2, k, 18', [-0.1400533, -0.7032435, 1.0]], ['2, k, 19', [-0.0322489, -0.7472924, 1.0]], ['2, k, 20', [-0.1799007, 0.6543319, 1.0]], ['2, k, 21', [-0.1866654, 0.6449938, 1.0]], ['2, k, 22', [-0.2766767, 0.6545203, 1.0]], ['2, k, 23', [0.1652228, 0.006884197, 1.0]], ['2, k, 24', [0.1516104, 0.06091303, 1.0]]]
[['2, k, 0', [-0.1786036, 0.0715857, 1.0]], ['2, k, 1', [-0.1800832, 0.4097613, 1.0]], ['2, k, 2', [-0.1802126, 0.7346534, 1.0]], ['2, k, 3', [-0.1856997, 0.8829137, 1.0]], ['2, k, 4', [-0.3320352, 0.5568367, 1.0]], ['2, k, 5', [-0.4570132, 0.4357152, 1.0]], ['2, k, 6', [-0.2917964, 0.5551544, 1.0]], ['2, k, 7', [-0.2565879, 0.5956417, 1.0]], ['2, k, 8', [-0.01408371, 0.6161901, 1.0]], ['2, k, 9', [0.05643709, 0.3256305, 1.0]], ['2, k, 10', [0.1142574, 0.1021798, 1.0]], ['2, k, 11', [0.1394851, 0.07257487, 1.0]], ['2, k, 12', [-0.2539543, 0.06710531, 1.0]], ['2, k, 13', [-0.3114959, -0.3764612, 1.0]], ['2, k, 14', [-0.3608286, -0.7137858, 1.0]], ['2, k, 15', [-0.392534, -0.7549961, 1.0]], ['2, k, 16', [-0.09660067, 0.0732237, 1.0]], ['2, k, 17', [-0.09724139, -0.3602837, 1.0]], ['2, k, 18', [-0.1403484, -0.703576, 1.0]], ['2, k, 19', [-0.03249142, -0.7474998, 1.0]], ['2, k, 20', [-0.1803184, 0.6553435, 1.0]], ['2, k, 21', [-0.1928862, 0.6308971, 1.0]], ['2, k, 22', [-0.2912199, 0.6433004, 1.0]], ['2, k, 23', [0.1832156, 0.001718871, 1.0]], ['2, k, 24', [0.1509973, 0.06266732, 1.0]]]
[['2, k, 0', [-0.1783005, 0.07207826, 1.0]], ['2, k, 1', [-0.1796882, 0.4103468, 1.0]], ['2, k, 2', [-0.1797242, 0.73519, 1.0]], ['2, k, 3', [-0.1855769, 0.8827706, 1.0]], ['2, k, 4', [-0.3319612, 0.5566832, 1.0]], ['2, k, 5', [-0.4557471, 0.4305838, 1.0]], ['2, k, 6', [-0.302281, 0.5375096, 1.0]], ['2, k, 7', [-0.2678741, 0.5790961, 1.0]], ['2, k, 8', [-0.01360611, 0.6169885, 1.0]], ['2, k, 9', [0.05664059, 0.3258174, 1.0]], ['2, k, 10', [0.1145056, 0.1023757, 1.0]], ['2, k, 11', [0.1402769, 0.07102305, 1.0]], ['2, k, 12', [-0.2535939, 0.06756884, 1.0]], ['2, k, 13', [-0.3114178, -0.3759641, 1.0]], ['2, k, 14', [-0.361142, -0.7146906, 1.0]], ['2, k, 15', [-0.392766, -0.7557268, 1.0]], ['2, k, 16', [-0.09637426, 0.07376942, 1.0]], ['2, k, 17', [-0.09715257, -0.3603174, 1.0]], ['2, k, 18', [-0.1404364, -0.703952, 1.0]], ['2, k, 19', [-0.04545707, -0.7463456, 1.0]], ['2, k, 20', [-0.1798661, 0.6559076, 1.0]], ['2, k, 21', [-0.2096594, 0.6146135, 1.0]], ['2, k, 22', [-0.3087142, 0.6189096, 1.0]], ['2, k, 23', [0.1605343, -0.001028405, 1.0]], ['2, k, 24', [0.1470421, 0.05662053, 1.0]]]
[['2, k, 0', [-0.1781434, 0.07334941, 1.0]], ['2, k, 1', [-0.1806287, 0.4114563, 1.0]], ['2, k, 2', [-0.183062, 0.7357979, 1.0]], ['2, k, 3', [-0.1856672, 0.8822261, 1.0]], ['2, k, 4', [-0.3313822, 0.5577719, 1.0]], ['2, k, 5', [-0.4547398, 0.4225448, 1.0]], ['2, k, 6', [-0.3165841, 0.5184563, 1.0]], ['2, k, 7', [-0.284749, 0.5554414, 1.0]], ['2, k, 8', [-0.01311268, 0.6172873, 1.0]], ['2, k, 9', [0.05670211, 0.3252119, 1.0]], ['2, k, 10', [0.1146335, 0.1018428, 1.0]], ['2, k, 11', [0.1405904, 0.07175504, 1.0]], ['2, k, 12', [-0.2533889, 0.06896633, 1.0]], ['2, k, 13', [-0.3113527, -0.3750516, 1.0]], ['2, k, 14', [-0.3611681, -0.7148621, 1.0]], ['2, k, 15', [-0.3929148, -0.755962, 1.0]], ['2, k, 16', [-0.09628556, 0.07492751, 1.0]], ['2, k, 17', [-0.09676126, -0.3602729, 1.0]], ['2, k, 18', [-0.1403294, -0.7039931, 1.0]], ['2, k, 19', [-0.03351481, -0.7490019, 1.0]], ['2, k, 20', [-0.1824759, 0.6567482, 1.0]], ['2, k, 21', [-0.224535, 0.5975963, 1.0]], ['2, k, 22', [-0.3278226, 0.5898849, 1.0]], ['2, k, 23', [0.1739106, 0.006505262, 1.0]], ['2, k, 24', [0.1039463, 0.03666076, 1.0]]]
[['2, k, 0', [-0.1781081, 0.07350916, 1.0]], ['2, k, 1', [-0.1810431, 0.4112726, 1.0]], ['2, k, 2', [-0.1843238, 0.7342841, 1.0]], ['2, k, 3', [-0.1858524, 0.8814548, 1.0]], ['2, k, 4', [-0.3301594, 0.5604807, 1.0]], ['2, k, 5', [-0.4552867, 0.4129851, 1.0]], ['2, k, 6', [-0.3348406, 0.4928101, 1.0]], ['2, k, 7', [-0.3096866, 0.5253855, 1.0]], ['2, k, 8', [-0.01196175, 0.6174827, 1.0]], ['2, k, 9', [0.05697588, 0.3229889, 1.0]], ['2, k, 10', [0.1157977, 0.09991578, 1.0]], ['2, k, 11', [0.14111, 0.06848381, 1.0]], ['2, k, 12', [-0.2532941, 0.06933413, 1.0]], ['2, k, 13', [-0.3113607, -0.375131, 1.0]], ['2, k, 14', [-0.3605087, -0.7142178, 1.0]], ['2, k, 15', [-0.3926304, -0.7553658, 1.0]], ['2, k, 16', [-0.09628175, 0.07499607, 1.0]], ['2, k, 17', [-0.09677669, -0.3603567, 1.0]], ['2, k, 18', [-0.1404964, -0.7041078, 1.0]], ['2, k, 19', [-0.03355222, -0.7488589, 1.0]], ['2, k, 20', [-0.1835463, 0.6556455, 1.0]], ['2, k, 21', [-0.2633948, 0.549566, 1.0]], ['2, k, 22', [-0.3493116, 0.5643834, 1.0]], ['2, k, 23', [0.1616823, 0.0006844362, 1.0]], ['2, k, 24', [0.09783974, 0.04601969, 1.0]]]
[['2, k, 0', [-0.1776455, 0.07398196, 1.0]], ['2, k, 1', [-0.1811065, 0.4111858, 1.0]], ['2, k, 2', [-0.1850217, 0.7331905, 1.0]], ['2, k, 3', [-0.185904, 0.8811698, 1.0]], ['2, k, 4', [-0.3291904, 0.5709476, 1.0]], ['2, k, 5', [-0.4510876, 0.3971006, 1.0]], ['2, k, 6', [-0.361243, 0.4613693, 1.0]], ['2, k, 7', [-0.3380462, 0.4915442, 1.0]], ['2, k, 8', [-0.0106204, 0.6172892, 1.0]], ['2, k, 9', [0.05694225, 0.3228349, 1.0]], ['2, k, 10', [0.1154852, 0.09967285, 1.0]], ['2, k, 11', [0.1414514, 0.06903015, 1.0]], ['2, k, 12', [-0.2524613, 0.07014142, 1.0]], ['2, k, 13', [-0.3113994, -0.3751566, 1.0]], ['2, k, 14', [-0.3600495, -0.7139115, 1.0]], ['2, k, 15', [-0.3921492, -0.7551727, 1.0]], ['2, k, 16', [-0.09608871, 0.07522429, 1.0]], ['2, k, 17', [-0.09659714, -0.3604051, 1.0]], ['2, k, 18', [-0.1381627, -0.7047755, 1.0]], ['2, k, 19', [-0.03195649, -0.7495, 1.0]], ['2, k, 20', [-0.184092, 0.6548383, 1.0]], ['2, k, 21', [-0.3005567, 0.5066908, 1.0]], ['2, k, 22', [-0.3767557, 0.5412347, 1.0]], ['2, k, 23', [0.1562789, -0.005045205, 1.0]], ['2, k, 24', [0.09999157, 0.0425579, 1.0]]]
[['2, k, 0', [-0.177654, 0.0750244, 1.0]], ['2, k, 1', [-0.1817006, 0.411497, 1.0]], ['2, k, 2', [-0.1860816, 0.7327638, 1.0]], ['2, k, 3', [-0.1858766, 0.8809441, 1.0]], ['2, k, 4', [-0.3338473, 0.5879972, 1.0]], ['2, k, 5', [-0.4421567, 0.3992166, 1.0]], ['2, k, 6', [-0.3864342, 0.4176898, 1.0]], ['2, k, 7', [-0.3616765, 0.4565065, 1.0]], ['2, k, 8', [-0.009789014, 0.6171634, 1.0]], ['2, k, 9', [0.05725208, 0.3233531, 1.0]], ['2, k, 10', [0.1153123, 0.1000485, 1.0]], ['2, k, 11', [0.1409254, 0.07002492, 1.0]], ['2, k, 12', [-0.2523116, 0.07174115, 1.0]], ['2, k, 13', [-0.3114135, -0.3752173, 1.0]], ['2, k, 14', [-0.3604349, -0.7147864, 1.0]], ['2, k, 15', [-0.3923772, -0.755877, 1.0]], ['2, k, 16', [-0.09621441, 0.07581189, 1.0]], ['2, k, 17', [-0.09654225, -0.3602866, 1.0]], ['2, k, 18', [-0.1391545, -0.7049873, 1.0]], ['2, k, 19', [-0.03224874, -0.749501, 1.0]], ['2, k, 20', [-0.1850679, 0.6545948, 1.0]], ['2, k, 21', [-0.3368689, 0.4650264, 1.0]], ['2, k, 22', [-0.4006459, 0.5056074, 1.0]], ['2, k, 23', [0.1539342, -0.007288821, 1.0]], ['2, k, 24', [0.09453609, 0.05772554, 1.0]]]
[['2, k, 0', [-0.1774493, 0.07582254, 1.0]], ['2, k, 1', [-0.1819311, 0.411504, 1.0]], ['2, k, 2', [-0.186642, 0.7320653, 1.0]], ['2, k, 3', [-0.1859493, 0.8804421, 1.0]], ['2, k, 4', [-0.3360208, 0.5897307, 1.0]], ['2, k, 5', [-0.4380494, 0.3953024, 1.0]], ['2, k, 6', [-0.4068663, 0.3628129, 1.0]], ['2, k, 7', [-0.3993315, 0.3831727, 1.0]], ['2, k, 8', [-0.0091972, 0.6173183, 1.0]], ['2, k, 9', [0.05715325, 0.3234876, 1.0]], ['2, k, 10', [0.1165462, 0.1006035, 1.0]], ['2, k, 11', [0.142058, 0.0697974, 1.0]], ['2, k, 12', [-0.2519203, 0.07275547, 1.0]], ['2, k, 13', [-0.3114592, -0.3753873, 1.0]], ['2, k, 14', [-0.3600838, -0.7141592, 1.0]], ['2, k, 15', [-0.3921795, -0.7555451, 1.0]], ['2, k, 16', [-0.09619342, 0.07632516, 1.0]], ['2, k, 17', [-0.09618418, -0.3617374, 1.0]], ['2, k, 18', [-0.1399487, -0.7052819, 1.0]], ['2, k, 19', [-0.03303032, -0.7486053, 1.0]], ['2, k, 20', [-0.1855502, 0.6540914, 1.0]], ['2, k, 21', [-0.3887496, 0.3792695, 1.0]], ['2, k, 22', [-0.4312757, 0.4312468, 1.0]], ['2, k, 23', [0.1567798, -0.0002570073, 1.0]], ['2, k, 24', [0.1483023, 0.06259769, 1.0]]]
[['2, k, 0', [-0.1775117, 0.07658914, 1.0]], ['2, k, 1', [-0.1820821, 0.4115267, 1.0]], ['2, k, 2', [-0.1868207, 0.7316051, 1.0]], ['2, k, 3', [-0.186, 0.8802362, 1.0]], ['2, k, 4', [-0.3369946, 0.5907561, 1.0]], ['2, k, 5', [-0.4336229, 0.3862964, 1.0]], ['2, k, 6', [-0.4246646, 0.3780256, 1.0]], ['2, k, 7', [-0.4119671, 0.3574704, 1.0]], ['2, k, 8', [-0.00866524, 0.6173867, 1.0]], ['2, k, 9', [0.05696791, 0.324248, 1.0]], ['2, k, 10', [0.1156928, 0.1011208, 1.0]], ['2, k, 11', [0.1408782, 0.0692242, 1.0]], ['2, k, 12', [-0.2518616, 0.07386789, 1.0]], ['2, k, 13', [-0.3115157, -0.3752752, 1.0]], ['2, k, 14', [-0.3606819, -0.7149061, 1.0]], ['2, k, 15', [-0.3927047, -0.7562432, 1.0]], ['2, k, 16', [-0.09635416, 0.07675543, 1.0]], ['2, k, 17', [-0.09581827, -0.3610717, 1.0]], ['2, k, 18', [-0.1402837, -0.705407, 1.0]], ['2, k, 19', [-0.03292675, -0.7485478, 1.0]], ['2, k, 20', [-0.1857271, 0.6537773, 1.0]], ['2, k, 21', [-0.4025457, 0.3379623, 1.0]], ['2, k, 22', [-0.4461837, 0.3960107, 1.0]], ['2, k, 23', [0.1490447, -0.00867428, 1.0]], ['2, k, 24', [0.09249857, 0.06203864, 1.0]]]
[['2, k, 0', [-0.1775119, 0.07673339, 1.0]], ['2, k, 1', [-0.1823274, 0.4113869, 1.0]], ['2, k, 2', [-0.1873688, 0.7309459, 1.0]], ['2, k, 3', [-0.1862695, 0.8798229, 1.0]], ['2, k, 4', [-0.33823, 0.5915608, 1.0]], ['2, k, 5', [-0.4314772, 0.3841099, 1.0]], ['2, k, 6', [-0.4045218, 0.3217337, 1.0]], ['2, k, 7', [-0.4156879, 0.3209257, 1.0]], ['2, k, 8', [-0.008374509, 0.6173007, 1.0]], ['2, k, 9', [0.05709248, 0.3247528, 1.0]], ['2, k, 10', [0.11569, 0.1015745, 1.0]], ['2, k, 11', [0.1414162, 0.06878107, 1.0]], ['2, k, 12', [-0.2518463, 0.07409992, 1.0]], ['2, k, 13', [-0.3115726, -0.3754374, 1.0]], ['2, k, 14', [-0.3605735, -0.7148587, 1.0]], ['2, k, 15', [-0.3924428, -0.7563035, 1.0]], ['2, k, 16', [-0.09637197, 0.07680756, 1.0]], ['2, k, 17', [-0.09547254, -0.3618979, 1.0]], ['2, k, 18', [-0.1403532, -0.705402, 1.0]], ['2, k, 19', [-0.03280038, -0.748378, 1.0]], ['2, k, 20', [-0.186211, 0.653251, 1.0]], ['2, k, 21', [-0.4099872, 0.2954352, 1.0]], ['2, k, 22', [-0.4535536, 0.359078, 1.0]], ['2, k, 23', [0.1526315, -0.008464976, 1.0]], ['2, k, 24', [0.09177089, 0.07106991, 1.0]]]
[['2, k, 0', [-0.1773974, 0.07706961, 1.0]], ['2, k, 1', [-0.1825161, 0.4113408, 1.0]], ['2, k, 2', [-0.1881315, 0.730328, 1.0]], ['2, k, 3', [-0.186773, 0.8791544, 1.0]], ['2, k, 4', [-0.3391415, 0.5916765, 1.0]], ['2, k, 5', [-0.4280024, 0.3799814, 1.0]], ['2, k, 6', [-0.4070792, 0.3119235, 1.0]], ['2, k, 7', [-0.4156906, 0.2881658, 1.0]], ['2, k, 8', [-0.008316134, 0.6173243, 1.0]], ['2, k, 9', [0.05701219, 0.3249867, 1.0]], ['2, k, 10', [0.1158692, 0.1018877, 1.0]], ['2, k, 11', [0.1418411, 0.06824072, 1.0]], ['2, k, 12', [-0.2516969, 0.07447458, 1.0]], ['2, k, 13', [-0.3116682, -0.3756574, 1.0]], ['2, k, 14', [-0.3603241, -0.7149117, 1.0]], ['2, k, 15', [-0.3931212, -0.7561164, 1.0]], ['2, k, 16', [-0.09632672, 0.07704254, 1.0]], ['2, k, 17', [-0.09502084, -0.362701, 1.0]], ['2, k, 18', [-0.1404378, -0.7055998, 1.0]], ['2, k, 19', [-0.03318509, -0.7478563, 1.0]], ['2, k, 20', [-0.1868134, 0.652805, 1.0]], ['2, k, 21', [-0.4027902, 0.2482929, 1.0]], ['2, k, 22', [-0.4506769, 0.3225004, 1.0]], ['2, k, 23', [0.1606094, -0.01129747, 1.0]], ['2, k, 24', [0.1222057, 0.05098526, 1.0]]]
